provider_id,holding_company,technology_code,technology_code_desc,unit_count_res,unit_count_bus
470102,M3 Wireless,50,Fiber to the Premises,74151,74151
470107,OGC Fiber Networks Lago Mar,50,Fiber to the Premises,490,490
470108,"Wellcom Technologies Highlands, LP",50,Fiber to the Premises,761,761
470111,"River City Wireless, Inc.",70,Unlicensed Fixed Wireless,33785,33785
470112,Fuse Telecom LLC,50,Fiber to the Premises,136,156
470113,Metro Service Center,70,Unlicensed Fixed Wireless,6806,0
470117,South Bay Internet,70,Unlicensed Fixed Wireless,6,0
470118,Innercity Fibernet LLC,50,Fiber to the Premises,102793,102793
470119,Deerfield Valley Communications Union District,50,Fiber to the Premises,2317,0
470121,"Xtratyme Technologies, Inc.",10,Copper,2642,487
470122,Advanced Internet,50,Fiber to the Premises,123475,123475
470127,"Fastbridge Fiber, LLC",50,Fiber to the Premises,60415,60415
470128,FiberX Inc.,50,Fiber to the Premises,20283,20896
470129,Spokane Tribe of Indians,71,Licensed Fixed Wireless,738,3
470132,Optical Communications Group,50,Fiber to the Premises,0,29188
470133,Integrated Elements Ultd,70,Unlicensed Fixed Wireless,15788,15788
480002,Addison County Communications Union District,50,Fiber to the Premises,3750,3750
480003,"Adirondack Techs, LLC",50,Fiber to the Premises,1890,1890
480009,"Back 2 Roots, LLC",40,Cable,4194,4194
480010,"BIF IV Intrepid HoldCo, LLC",50,Fiber to the Premises,90379,0
480012,"Blue Ridge Internet, LLC",70,Unlicensed Fixed Wireless,16683,16661
480015,"B-Y Internet, LLC",50,Fiber to the Premises,7851,7830
480018,Cherokee County Electric Cooperative Association,50,Fiber to the Premises,13463,153
480019,"City of Fort Dodge, Iowa",50,Fiber to the Premises,10233,1448
480020,"City of Sylvester, Georgia",50,Fiber to the Premises,2572,2572
480022,"Claverack Communications, Inc.",50,Fiber to the Premises,13192,13192
480023,ClearNet,70,Unlicensed Fixed Wireless,28,28
480033,"EchoNet Wireless Puerto Rico, LLC",70,Unlicensed Fixed Wireless,16082,16082
480036,"Enlightened by Woodruff Electric, LLC",50,Fiber to the Premises,7530,2339
480037,Farmer Electric Cooperative Corporation,50,Fiber to the Premises,3328,1059
480039,Adirondack Internet,70,Unlicensed Fixed Wireless,57,0
480043,Get Real II LLC,50,Fiber to the Premises,3761,3761
480048,"IBT Group USA, LLC",50,Fiber to the Premises,727,727
480055,"LiveOak Fiber, LLC",50,Fiber to the Premises,182768,182768
480062,"Netwitz Internet Services, Inc.",70,Unlicensed Fixed Wireless,9294,9242
480067,"Omni Fiber, LLC",50,Fiber to the Premises,221772,25176
480068,"Orion CableSystems, Inc.",40,Cable,3262,0
480069,"Ozark Fiber, LLC",50,Fiber to the Premises,18889,18889
480084,Skyewaves LLC,70,Unlicensed Fixed Wireless,22195,22195
480086,Smart Fiber Networks Inc.,50,Fiber to the Premises,9380,9380
480093,"Town of Dryden, New York",50,Fiber to the Premises,2112,297
480104,"Volt Broadband, LLC",50,Fiber to the Premises,12692,12692
480112,"Tomales Bay LAN, LLC",70,Unlicensed Fixed Wireless,1592,0
480113,"Muir Beach LAN, LLC",70,Unlicensed Fixed Wireless,1823,0
480114,Youngsville Television Corporation,50,Fiber to the Premises,615,130
480116,Peeples Computers LLC,70,Unlicensed Fixed Wireless,4,0
480117,The Chickasaw Nation,50,Fiber to the Premises,0,2742
480118,Element8 Technology Investment Group Inc.,70,Unlicensed Fixed Wireless,233902,38409
480120,Ardent Wireless LLC,50,Fiber to the Premises,965,965
490004,"AirUltra, LLC",70,Unlicensed Fixed Wireless,4201,4201
490005,Allevia Technology,50,Fiber to the Premises,108,108
490006,"Arbor Mesh, LLC",70,Unlicensed Fixed Wireless,7139,2170
490008,Arrive Internet,50,Fiber to the Premises,17051,17062
490011,"Circle B Wireless, LLC",72,LBR Fixed Wireless,13482,13482
490012,"City of El Reno, Oklahoma",50,Fiber to the Premises,2299,2299
490014,"Community Networks, LLC",50,Fiber to the Premises,7238,7238
490018,"Fiber by Central Florida, LLC",50,Fiber to the Premises,38595,38595
490023,"HDD Broadband, Inc.",50,Fiber to the Premises,3533,3533
490028,Lenoir City Utility Board,50,Fiber to the Premises,32553,32553
490030,Los Altos Hills Community Fiber,50,Fiber to the Premises,68,68
490039,Pea River Electric Cooperative,50,Fiber to the Premises,22583,22583
490041,"Public Utility District #1 of Kitsap County, Washington",50,Fiber to the Premises,2817,752
490060,Wecom LLC,50,Fiber to the Premises,6565,6565
490062,Vision Wifi Inc.,70,Unlicensed Fixed Wireless,8523,8523
490064,Midwest Fiber Holdings LP,50,Fiber to the Premises,0,45813
490065,PC-Outlet Inc.,70,Unlicensed Fixed Wireless,24243,24160
490066,Konvergence Technologies,50,Fiber to the Premises,3027,3027
490068,Seamless Fiber Innovations LLC,50,Fiber to the Premises,6924,6924
490069,"Suwannee Valley Electric Cooperative, Inc.",50,Fiber to the Premises,24240,24240
490071,Electryon Tech,72,LBR Fixed Wireless,21855,21855
490074,Wire 3 Holdings,50,Fiber to the Premises,122295,122295
500002,"ACU Global, LLC",50,Fiber to the Premises,1232,1232
500010,City of Dickson Department of Electricity,50,Fiber to the Premises,17684,17684
500011,"City of Lexington, Tennessee",50,Fiber to the Premises,17288,3422
500012,"connectSCP, LLC",50,Fiber to the Premises,12802,12802
500013,"Connex Broadband, LLC",72,LBR Fixed Wireless,11763,11763
500019,East Central Energy,50,Fiber to the Premises,21751,21751
500023,"Fuse Rural Connect, LLC",50,Fiber to the Premises,2054,2054
500025,"GreyStone Connect, LLC",50,Fiber to the Premises,45193,45193
500026,Haywire,50,Fiber to the Premises,1801,158
500027,Hill Country Broadband Inc.,70,Unlicensed Fixed Wireless,2567,2567
500028,"Internet and Communication Associates of Northern Missouri, LLC",70,Unlicensed Fixed Wireless,11833,11833
500031,Kwikbit Internet,70,Unlicensed Fixed Wireless,27453,0
500032,Larkin LLC,70,Unlicensed Fixed Wireless,4539,4539
500039,"Opiquad, LLC",70,Unlicensed Fixed Wireless,61670,61042
500040,Pilam HSI LLC,70,Unlicensed Fixed Wireless,81,15
500042,Remarkable Wifi LLC,50,Fiber to the Premises,116,0
500047,Southern Ute ISP,50,Fiber to the Premises,1372,1372
500048,"Stupp Fiber, LLC",50,Fiber to the Premises,8149,8149
500052,Velofi LLC,50,Fiber to the Premises,1767,1767
500058,White River Valley Electric Cooperative,50,Fiber to the Premises,18190,18190
500060,Greeneville Energy Authority,50,Fiber to the Premises,11920,11920
500064,"Gigafy, LLC",10,Copper,6381,1460
500071,Lucky Fiber LLC,50,Fiber to the Premises,0,2
500075,"FiberFi, LLC",70,Unlicensed Fixed Wireless,24200,24170
500079,Sabino WiFi,70,Unlicensed Fixed Wireless,261,28
500080,"Smartlink Technology, LLC",70,Unlicensed Fixed Wireless,154,0
500081,Spectra International Holdings LLC,70,Unlicensed Fixed Wireless,747,747
500082,Lovelock Highspeed,50,Fiber to the Premises,1948,197
500083,Rozint LLC,50,Fiber to the Premises,0,256
500084,"Generate-Ubiquity Holdings, LLC",50,Fiber to the Premises,243418,243418
510001,Archtop Fiber Holdings LLC,50,Fiber to the Premises,22892,4522
510002,Baltimore City Office of Information and Technology,50,Fiber to the Premises,135,0
510004,"City of Bainbridge, Georgia",50,Fiber to the Premises,554,62
510013,"Electric Plant Board of the City of Paducah, Kentucky",50,Fiber to the Premises,2354,2354
510020,"Flying Bull Internet, LLC",50,Fiber to the Premises,27859,0
510021,Foothills Broadband LLC,50,Fiber to the Premises,7142,7142
510029,"Klick Networks, LLC",50,Fiber to the Premises,368,8
510030,"Lyte Fiber, LLC",50,Fiber to the Premises,8039,0
510042,Ripple Broadband LLC,70,Unlicensed Fixed Wireless,3225,135
510051,"Trans-Video, Inc.",40,Cable,2059,2487
510052,Trive Capital Management LLC,70,Unlicensed Fixed Wireless,2225,17494
510055,Waterloo Telecommunications Utility,50,Fiber to the Premises,14520,14520
510061,Lehigh WiFi LLC,70,Unlicensed Fixed Wireless,44597,44597
510064,Lake Placid Fiber LLC,50,Fiber to the Premises,3,3
510065,"Cosmo Network Solutions, LLC",70,Unlicensed Fixed Wireless,593397,593397
510066,Steuben County Rural Electric Membership Corporation,50,Fiber to the Premises,56145,9642
510071,Fiber2Go Corporation,50,Fiber to the Premises,0,12
510072,"City of Lehi, Utah",50,Fiber to the Premises,13402,13402
510075,Cenos Networks,50,Fiber to the Premises,7272,7272
510076,Netwave Broadband,50,Fiber to the Premises,27822,27620
520000,"Okanogan County Electric Cooperative, Inc.",50,Fiber to the Premises,1312,1312
520001,"City of Salem, Utah",50,Fiber to the Premises,3474,3474
520003,OpenCape Corporation,50,Fiber to the Premises,186,723
520028,King Networks LLC,70,Unlicensed Fixed Wireless,35155,35155
520030,"City of Colquitt, Georgia",70,Unlicensed Fixed Wireless,3577,3577
520034,Local2u LLC,70,Unlicensed Fixed Wireless,264,264
520035,"World Mobile Networks, LLC",71,Licensed Fixed Wireless,292819,292819
520039,Alpine Connective LLC,50,Fiber to the Premises,852,802
520045,Tillman Global Holdings,50,Fiber to the Premises,29536,1212
520046,Air Fiber Communications,70,Unlicensed Fixed Wireless,18,0
520047,"C & L Broadband Connect, LLC",50,Fiber to the Premises,3542,1282
520052,Tennessee Valley Electric Cooperative,50,Fiber to the Premises,9864,9864
520054,"Montgomery County, Maryland",50,Fiber to the Premises,453,0
520061,"Centric Integrated Systems, Corp.",70,Unlicensed Fixed Wireless,68530,68530
520066,"Logan County Gig, LLC",50,Fiber to the Premises,3448,0
520068,"Tammany Wireless Holdings, LLC",72,LBR Fixed Wireless,41774,41774
520069,"Wave 7 Communications, LLC",70,Unlicensed Fixed Wireless,1383,1383
520070,Phoenix Communications II LLC,70,Unlicensed Fixed Wireless,4013,4013
520075,Evergreen Technologies Solutions LLC,72,LBR Fixed Wireless,3240,3240
