holding_company,unit_count_res,unit_count_bus
"NfinityLink Communications, Inc.",17733,17733
"NocTel Communications, Inc.",804,0
OLHCommunityFiber,53,0
Optic Loop Communications LLC,3264,3264
Optic Loop Communications LLC,83444,83444
Outer Reach Broadband LLC,5073,5073
"ResTech Services, LLC",5096,2044
"ResTech Services, LLC",92756,92756
Riverside Broadband,17602,17602
Robinson Hardware and Software Solutions,120227,17928
"SBE Networks, Inc.",120454,120454
Ten Four Holdings LLC,628,0
The Foerster Project LLC,7697,7697
Vickery IT LLC,8959,8959
xyTel LLC,157,157
xyTel LLC,116257,116257
"VTel Wireless, Inc.",420759,95228
MTC Cable,5125,5125
MTC Cable,8589,8589
"AaroBand, Inc.",2675,2675
Altamaha Electric Corporation,19551,19551
Coastal Broadband Inc.,1115,1115
Raymond Mazeika,16,16
Raymond Mazeika,159,159
Magnolia Road Internet Cooperative Inc.,371,0
Sac and Fox Tribe of the Mississippi in Iowa,361,149
Invest Newark,87,205
Invest Newark,343,496
GLW Broadband Inc.,10631,10631
GLW Broadband Inc.,0,37
Bartnet IP LLC,35464,35464
"City of Griffin, Georgia",3404,3404
"City of Norway, Michigan",2017,2017
Coastal Electric Membership Corporation,9947,2154
"Concho Valley Electric Cooperative, Inc.",662,662
Connect Holding II LLC,3899615,3899615
Connect Holding II LLC,1654188,1654188
Cowboy Internet Services,470,470
Cowboy Internet Services,1,0
Cowboy Internet Services,5235,5235
"Everfast Fiber Networks, LLC",206042,206042
"Everfast Fiber Networks, LLC",446804,446804
Federated Rural Electric Association,1095,1095
Federated Rural Electric Association,9650,9650
Federated Rural Electric Association,1895,1895
Federated Rural Electric Association,14665,14665
Boston Omaha Corporation,6078,6078
Indian Wells Valley Internet Service Provider,14455,14454
"Internet Management Services, Inc.",1645,1645
"Internet Management Services, Inc.",8496,2811
"IQ Fiber Intermediate Holdings, LLC",121995,20187
Jasper County Rural Electric Membership Corporation,1389,1389
Jasper County Rural Electric Membership Corporation,3205,3205
Knoxville Utilities Board,141143,141143
"LCS Fibercom, LLC",2122,2122
"Lee Wireless, LLC",1216,1216
Madrone Broadband,125,125
"MFWireless, LLC",5315,1311
"MFWireless, LLC",4862,1570
"MTN Infrastructure TopCo, Inc.",0,297
NCI Datacom,181,181
NCI Datacom,29221,28827
Presque Isle Electric & Gas Co-op,18034,2996
"Public Utilities District No. 1 of Jefferson County, Washington",381,201
Ravalli Broadband LLC,9315,9315
"SOM1101, LLC",66210,66210
"Stimulus Technologies of California, LLC",1121,1121
"Stimulus Technologies of California, LLC",399,399
The Greater Eastern Oregon Network,155,155
The Greater Eastern Oregon Network,6974,6974
Ubinet Corp,13072,13072
"UltraWISP, LLC",73,73
"Benchmark Communications, LLC",76,0
"Benchmark Communications, LLC",2,0
Litebridge LLC,4036,4036
M3 Wireless,121,121
M3 Wireless,74030,74030
OGC Fiber Networks Lago Mar,490,490
"Wellcom Technologies Highlands, LP",761,761
"River City Wireless, Inc.",33785,33785
Fuse Telecom LLC,22,55
Fuse Telecom LLC,114,101
Metro Service Center,6806,0
South Bay Internet,6,0
Innercity Fibernet LLC,913,913
Innercity Fibernet LLC,101880,101880
Deerfield Valley Communications Union District,2317,0
"Xtratyme Technologies, Inc.",28,10
"Xtratyme Technologies, Inc.",15,0
"Xtratyme Technologies, Inc.",2599,477
Advanced Internet,230,230
Advanced Internet,65277,65277
Advanced Internet,57968,57968
"Fastbridge Fiber, LLC",60415,60415
FiberX Inc.,20283,20896
Spokane Tribe of Indians,738,3
Optical Communications Group,0,29188
Integrated Elements Ultd,15788,15788
Addison County Communications Union District,3750,3750
"Adirondack Techs, LLC",1681,1681
"Adirondack Techs, LLC",209,209
"Back 2 Roots, LLC",4194,4194
"BIF IV Intrepid HoldCo, LLC",90379,0
"Blue Ridge Internet, LLC",16683,16661
"B-Y Internet, LLC",187,187
"B-Y Internet, LLC",7664,7643
Cherokee County Electric Cooperative Association,13463,153
"City of Fort Dodge, Iowa",10233,1448
"City of Sylvester, Georgia",2572,2572
"Claverack Communications, Inc.",13192,13192
ClearNet,28,28
"EchoNet Wireless Puerto Rico, LLC",16082,16082
"Enlightened by Woodruff Electric, LLC",7530,2339
Farmer Electric Cooperative Corporation,3328,1059
Adirondack Internet,57,0
Get Real II LLC,3761,3761
"IBT Group USA, LLC",727,727
"LiveOak Fiber, LLC",182768,182768
"Netwitz Internet Services, Inc.",9294,9242
"Omni Fiber, LLC",221772,25176
"Orion CableSystems, Inc.",3262,0
"Ozark Fiber, LLC",18889,18889
Skyewaves LLC,22195,22195
Smart Fiber Networks Inc.,9380,9380
"Town of Dryden, New York",2112,297
"Volt Broadband, LLC",12692,12692
"Tomales Bay LAN, LLC",1592,0
"Muir Beach LAN, LLC",1823,0
Youngsville Television Corporation,615,130
Peeples Computers LLC,4,0
The Chickasaw Nation,0,2742
Element8 Technology Investment Group Inc.,233902,38409
Ardent Wireless LLC,99,99
Ardent Wireless LLC,866,866
"AirUltra, LLC",4201,4201
Allevia Technology,108,108
"Arbor Mesh, LLC",7139,2170
Arrive Internet,3087,3098
Arrive Internet,13964,13964
"Circle B Wireless, LLC",13482,13482
"City of El Reno, Oklahoma",2299,2299
"Community Networks, LLC",7238,7238
"Fiber by Central Florida, LLC",38595,38595
"HDD Broadband, Inc.",3533,3533
Lenoir City Utility Board,32553,32553
Los Altos Hills Community Fiber,68,68
Pea River Electric Cooperative,22583,22583
"Public Utility District #1 of Kitsap County, Washington",2817,752
Wecom LLC,6565,6565
Vision Wifi Inc.,8523,8523
Midwest Fiber Holdings LP,0,45813
PC-Outlet Inc.,618,557
PC-Outlet Inc.,23625,23603
Konvergence Technologies,1,1
Konvergence Technologies,3026,3026
Seamless Fiber Innovations LLC,6924,6924
"Suwannee Valley Electric Cooperative, Inc.",24240,24240
Electryon Tech,21855,21855
Wire 3 Holdings,122295,122295
"ACU Global, LLC",1232,1232
City of Dickson Department of Electricity,17684,17684
"City of Lexington, Tennessee",17288,3422
"connectSCP, LLC",12802,12802
"Connex Broadband, LLC",11763,11763
East Central Energy,21751,21751
"Fuse Rural Connect, LLC",2054,2054
"GreyStone Connect, LLC",45193,45193
Haywire,1801,158
Hill Country Broadband Inc.,2567,2567
"Internet and Communication Associates of Northern Missouri, LLC",11833,11833
Kwikbit Internet,27453,0
Larkin LLC,4539,4539
"Opiquad, LLC",55456,54872
"Opiquad, LLC",6214,6170
Pilam HSI LLC,81,15
Remarkable Wifi LLC,116,0
Southern Ute ISP,1372,1372
"Stupp Fiber, LLC",8149,8149
Velofi LLC,1767,1767
White River Valley Electric Cooperative,18190,18190
Greeneville Energy Authority,11920,11920
"Gigafy, LLC",4921,0
"Gigafy, LLC",1460,1460
Lucky Fiber LLC,0,2
"FiberFi, LLC",24200,24170
Sabino WiFi,261,28
"Smartlink Technology, LLC",154,0
Spectra International Holdings LLC,747,747
Lovelock Highspeed,822,126
Lovelock Highspeed,1126,71
Rozint LLC,0,256
"Generate-Ubiquity Holdings, LLC",243418,243418
Archtop Fiber Holdings LLC,22892,4522
Baltimore City Office of Information and Technology,135,0
"City of Bainbridge, Georgia",554,62
"Electric Plant Board of the City of Paducah, Kentucky",2354,2354
"Flying Bull Internet, LLC",27859,0
Foothills Broadband LLC,7142,7142
"Klick Networks, LLC",368,8
"Lyte Fiber, LLC",8039,0
Ripple Broadband LLC,3225,135
"Trans-Video, Inc.",2059,2059
"Trans-Video, Inc.",0,428
Trive Capital Management LLC,2223,11926
Trive Capital Management LLC,2,5568
Waterloo Telecommunications Utility,14520,14520
Lehigh WiFi LLC,44597,44597
Lake Placid Fiber LLC,3,3
"Cosmo Network Solutions, LLC",593397,593397
Steuben County Rural Electric Membership Corporation,56145,9642
Fiber2Go Corporation,0,12
"City of Lehi, Utah",13402,13402
Cenos Networks,99,99
Cenos Networks,7173,7173
Netwave Broadband,15728,15728
Netwave Broadband,11912,11710
Netwave Broadband,182,182
"Okanogan County Electric Cooperative, Inc.",115,115
"Okanogan County Electric Cooperative, Inc.",1197,1197
"City of Salem, Utah",3474,3474
OpenCape Corporation,186,723
King Networks LLC,8539,8539
King Networks LLC,26616,26616
"City of Colquitt, Georgia",3577,3577
Local2u LLC,264,264
"World Mobile Networks, LLC",292819,292819
Alpine Connective LLC,852,802
Tillman Global Holdings,29536,1212
Air Fiber Communications,18,0
"C & L Broadband Connect, LLC",3542,1282
Tennessee Valley Electric Cooperative,9864,9864
"Montgomery County, Maryland",453,0
"Centric Integrated Systems, Corp.",68530,68530
"Logan County Gig, LLC",3448,0
"Tammany Wireless Holdings, LLC",41774,41774
"Wave 7 Communications, LLC",1383,1383
Phoenix Communications II LLC,4013,4013
Evergreen Technologies Solutions LLC,3240,3240
